generation,best_fitness,avg_progress,seed,weights_json
277,492.98,365.60,77,"[[[5.467308521270752, 11.27188491821289, 2.095702886581421, -0.5148318409919739, -4.33764123916626], [-12.27741813659668, 16.078153610229492, 5.962873935699463, 1.4517056941986084, 25.40461540222168], [-3.363964080810547, 2.966387987136841, -5.974301815032959, -6.901312351226807, 1.1808239221572876], [0.26325327157974243, -3.0693514347076416, -7.814298629760742, -2.5200252532958984, -10.878856658935547], [8.258077621459961, -4.5686516761779785, -12.800795555114746, -25.266992568969727, 0.5875721573829651]], [1.6576688289642334, 12.408015251159668, -5.995391368865967, -16.50318717956543, -17.1252498626709], [[9.807340621948242, -3.870164155960083, 1.8487732410430908], [-11.098610877990723, -4.524017333984375, -15.303064346313477], [-12.766858100891113, -11.277424812316895, 1.3418184518814087], [6.450138568878174, -11.1769437789917, 12.037973403930664], [3.908801555633545, 18.934955596923828, -8.695490837097168]], [-1.3693561553955078, -3.147185802459717, 21.172718048095703], [[7.869471073150635, 10.259014129638672, -4.967648506164551], [12.518798828125, -22.365333557128906, 12.017653465270996], [16.29823875427246, -13.676703453063965, 18.684303283691406]], [-10.921273231506348, 4.940515518188477, -1.7691872119903564], [[-16.417978286743164, -4.848282337188721], [5.813281536102295, -17.26681900024414], [2.1737563610076904, -11.247934341430664]], [-13.919380187988281, 6.617849826812744]]"
278,492.36,269.37,78,"[[[5.467945098876953, 10.600184440612793, 2.7328920364379883, 0.2520820200443268, -4.776541709899902], [-13.21576976776123, 16.478878021240234, 7.6925249099731445, 3.8225595951080322, 26.216297149658203], [-2.403541088104248, 3.1235294342041016, -5.451567649841309, -5.7573933601379395, 1.5513521432876587], [1.038025140762329, -2.985726833343506, -9.568949699401855, -4.5209641456604, -10.742302894592285], [9.081674575805664, -4.715456962585449, -9.999527931213379, -25.698551177978516, -0.5575411319732666]], [3.4314005374908447, 13.77328872680664, -4.645750045776367, -14.870030403137207, -16.27847671508789], [[8.382722854614258, -2.8423023223876953, 3.3785243034362793], [-12.50532054901123, -3.978022336959839, -15.074800491333008], [-11.028157234191895, -10.426796913146973, 1.2401076555252075], [6.659029483795166, -11.478357315063477, 12.01901626586914], [2.66461443901062, 19.225685119628906, -6.940957069396973]], [-1.5970205068588257, -5.646284103393555, 20.699201583862305], [[5.885138988494873, 10.356204986572266, -7.460202217102051], [10.541030883789062, -21.48328971862793, 12.55863094329834], [17.51003074645996, -12.997905731201172, 20.04671859741211]], [-9.339975357055664, 4.606736183166504, -1.7434054613113403], [[-15.550189971923828, -5.200063705444336], [6.642730236053467, -17.0968074798584], [4.343089580535889, -9.884206771850586]], [-14.355714797973633, 5.878905773162842]]"
279,402.89,212.10,79,"[[[4.756028175354004, 9.758585929870605, -1.4555444717407227, 1.6793832778930664, -6.229427337646484], [-15.556406021118164, 15.132166862487793, 8.678768157958984, 3.141526699066162, 27.846986770629883], [-3.2849271297454834, 6.415121078491211, -8.013945579528809, -9.56147575378418, 2.524121046066284], [-3.189248561859131, -6.863049507141113, -7.682290077209473, -5.7438063621521, -12.212496757507324], [10.00595474243164, -7.136767387390137, -15.11998176574707, -28.07020378112793, -1.3168717622756958]], [4.2063517570495605, 11.747523307800293, -7.934068202972412, -17.967498779296875, -15.831201553344727], [[10.955455780029297, -7.126217365264893, 2.674684762954712], [-13.321589469909668, -6.91044807434082, -14.52286148071289], [-11.201946258544922, -11.287150382995605, 1.345501184463501], [9.43564510345459, -12.44052791595459, 15.130669593811035], [2.9461917877197266, 18.481674194335938, -8.624917984008789]], [-3.914740562438965, -5.283545017242432, 21.217252731323242], [[6.33701753616333, 12.08025074005127, -7.7045769691467285], [14.169053077697754, -21.859384536743164, 10.63890266418457], [15.005692481994629, -10.279502868652344, 18.841083526611328]], [-8.934256553649902, 0.9021176695823669, -2.3031013011932373], [[-17.54233169555664, -5.886507034301758], [5.235291481018066, -14.931989669799805], [3.0373880863189697, -10.172597885131836]], [-14.66380500793457, 9.146927833557129]]"
280,385.84,117.37,80,"[[[3.7557730674743652, 9.9937744140625, 0.2932818830013275, 0.8407227993011475, -4.6177473068237305], [-14.289751052856445, 14.249199867248535, 7.131879806518555, 1.7119088172912598, 28.804906845092773], [-2.239015817642212, 8.074441909790039, -5.0022125244140625, -8.845294952392578, 3.8937103748321533], [-1.3253744840621948, -6.727453231811523, -8.23666000366211, -5.5446062088012695, -11.146814346313477], [11.99458122253418, -6.236682891845703, -14.215201377868652, -26.823108673095703, -0.7453151941299438]], [3.6306040287017822, 12.46037483215332, -8.157319068908691, -18.97841453552246, -17.501970291137695], [[6.23668098449707, -7.37792444229126, 5.45698356628418], [-13.397171974182129, -5.861235618591309, -14.323278427124023], [-13.470093727111816, -11.846120834350586, 1.8337961435317993], [6.312272548675537, -10.461073875427246, 12.829145431518555], [2.87402081489563, 19.100587844848633, -11.858405113220215]], [-3.104625940322876, -5.457125186920166, 20.89678955078125], [[6.788609981536865, 9.85746955871582, -9.855804443359375], [11.330218315124512, -20.56332778930664, 10.201875686645508], [18.5353946685791, -11.183334350585938, 18.171968460083008]], [-12.742526054382324, 2.1465237140655518, -3.8567845821380615], [[-16.615304946899414, -4.215086460113525], [5.421270370483398, -12.763742446899414], [3.9147887229919434, -9.729957580566406]], [-15.534573554992676, 7.889161586761475]]"
281,437.76,224.33,81,"[[[3.428448438644409, 10.080729484558105, -0.15003438293933868, 1.2669508457183838, -5.10491418838501], [-14.033308029174805, 13.79336929321289, 7.095606327056885, 2.190901041030884, 28.746963500976562], [-2.231872081756592, 9.563694953918457, -5.838756084442139, -8.762106895446777, 3.584843873977661], [-1.4402687549591064, -6.037773609161377, -8.65688705444336, -5.0021443367004395, -11.353812217712402], [11.458606719970703, -6.47185754776001, -13.756163597106934, -26.425996780395508, -0.6628805994987488]], [2.855123996734619, 11.716440200805664, -6.131815433502197, -19.48617172241211, -17.686731338500977], [[7.760741233825684, -7.266875267028809, 5.96404504776001], [-15.075372695922852, -5.8122711181640625, -14.972415924072266], [-14.364027976989746, -11.699516296386719, 2.7903363704681396], [6.415686130523682, -10.58202838897705, 11.845237731933594], [3.9396400451660156, 19.916839599609375, -11.172585487365723]], [-3.8127310276031494, -4.658838272094727, 20.656885147094727], [[6.866003036499023, 9.619446754455566, -8.630083084106445], [11.147195816040039, -20.145185470581055, 9.61844253540039], [18.39444923400879, -10.608819961547852, 17.7819881439209]], [-13.297138214111328, 1.2689011096954346, -2.459238290786743], [[-18.58693504333496, -5.331243515014648], [4.88723611831665, -13.08287239074707], [3.988349437713623, -9.862556457519531]], [-16.616456985473633, 8.4076509475708]]"
282,369.29,257.07,82,"[[[2.8865902423858643, 10.397180557250977, -0.2822745144367218, -0.13694338500499725, -5.656394958496094], [-13.531853675842285, 16.00346565246582, 5.6054840087890625, 3.7461278438568115, 28.01041030883789], [-4.680947303771973, 9.501884460449219, -6.4432549476623535, -7.912899971008301, 1.4939031600952148], [-3.7428083419799805, -7.097407817840576, -7.361593246459961, -4.726634979248047, -11.196267127990723], [11.342936515808105, -5.223561763763428, -11.719525337219238, -26.307876586914062, 1.4985642433166504]], [2.5777149200439453, 11.717205047607422, -7.055312633514404, -14.579144477844238, -14.157726287841797], [[6.397818565368652, -6.802585124969482, 5.317638874053955], [-11.845005989074707, -5.885863780975342, -15.172921180725098], [-12.251543998718262, -9.19374942779541, 3.7005114555358887], [5.693061351776123, -9.652054786682129, 13.811729431152344], [4.409909725189209, 19.72708511352539, -11.121407508850098]], [-1.020907998085022, -3.600682020187378, 19.732406616210938], [[7.5844197273254395, 10.63797378540039, -7.071864604949951], [10.570673942565918, -21.19228172302246, 9.587369918823242], [17.390512466430664, -9.171388626098633, 17.664440155029297]], [-12.469508171081543, 2.2580785751342773, -1.1572824716567993], [[-17.867124557495117, -4.494172096252441], [6.3449530601501465, -12.024065017700195], [2.1735501289367676, -10.348464965820312]], [-12.054121017456055, 6.69306755065918]]"
283,420.48,279.80,83,"[[[2.9380152225494385, 10.6778564453125, -0.45717519521713257, 1.3134344816207886, -5.3186421394348145], [-15.004926681518555, 13.426831245422363, 7.947136878967285, 0.8644527792930603, 29.902328491210938], [-1.6498090028762817, 9.516002655029297, -5.483031749725342, -8.443321228027344, 3.900393486022949], [-0.6612956523895264, -6.471179008483887, -8.775675773620605, -6.584504127502441, -12.038359642028809], [11.897422790527344, -6.313011169433594, -13.45002269744873, -26.49526023864746, -3.465466260910034]], [2.7130725383758545, 13.913028717041016, -6.238133907318115, -20.174633026123047, -16.082441329956055], [[7.5744853019714355, -6.571579456329346, 4.598911285400391], [-15.380522727966309, -6.559813022613525, -14.997515678405762], [-12.84714412689209, -13.43367862701416, 3.053398370742798], [7.62706184387207, -9.907636642456055, 13.510870933532715], [4.228257179260254, 19.077579498291016, -9.540851593017578]], [-3.771458148956299, -4.404521465301514, 20.98693084716797], [[7.149440288543701, 9.728769302368164, -10.06982135772705], [9.60655403137207, -19.641864776611328, 10.149590492248535], [17.812423706054688, -10.486552238464355, 16.909812927246094]], [-14.74050521850586, 1.15194571018219, -4.29799222946167], [[-19.059587478637695, -5.223701477050781], [5.167497158050537, -12.718362808227539], [2.6015372276306152, -10.558576583862305]], [-17.232370376586914, 8.079209327697754]]"
284,473.85,371.17,84,"[[[2.2054617404937744, 10.33984661102295, -1.3642377853393555, -1.5506415367126465, -5.244235992431641], [-13.350831031799316, 16.667064666748047, 6.427027702331543, 3.6077117919921875, 26.725351333618164], [-3.4129350185394287, 10.498517990112305, -8.531224250793457, -6.638230800628662, 0.5763614177703857], [-3.01580810546875, -8.408897399902344, -5.961042404174805, -4.147761344909668, -11.521515846252441], [13.788898468017578, -6.045787334442139, -11.464211463928223, -26.52310562133789, 0.28001680970191956]], [2.426081418991089, 10.91501235961914, -8.149515151977539, -17.689151763916016, -14.429533004760742], [[8.11207389831543, -8.103389739990234, 4.248340606689453], [-12.067720413208008, -5.027533531188965, -14.8815279006958], [-12.981950759887695, -7.561563014984131, 4.2967209815979], [5.9456071853637695, -8.894535064697266, 14.334256172180176], [4.914726734161377, 19.43678092956543, -10.264961242675781]], [-3.109337568283081, -4.050036430358887, 19.59078598022461], [[8.631237983703613, 11.283435821533203, -6.360044002532959], [10.818753242492676, -19.614877700805664, 7.93415641784668], [16.952268600463867, -9.233931541442871, 17.917211532592773]], [-12.268739700317383, 2.2282259464263916, 0.3999243378639221], [[-18.58795928955078, -5.158151149749756], [5.841775417327881, -12.723027229309082], [2.688201427459717, -11.537940979003906]], [-11.367154121398926, 8.415572166442871]]"
285,373.29,223.73,85,"[[[4.088313579559326, 10.640998840332031, -1.6013957262039185, -1.7782613039016724, -5.661821365356445], [-14.253995895385742, 17.046676635742188, 4.840811252593994, 2.583920478820801, 24.686384201049805], [-2.6245882511138916, 8.378061294555664, -6.927577495574951, -7.061061382293701, 1.3850606679916382], [-2.5068061351776123, -7.359046936035156, -6.93293571472168, -3.7557318210601807, -11.241655349731445], [11.783549308776855, -5.481903553009033, -11.654419898986816, -27.453678131103516, 0.32146790623664856]], [2.3895316123962402, 12.650700569152832, -6.653901100158691, -15.87882137298584, -14.543310165405273], [[5.653730869293213, -6.696966171264648, 4.042525291442871], [-13.77525520324707, -7.385184288024902, -14.912532806396484], [-13.717633247375488, -7.669659614562988, 3.834697961807251], [5.444467544555664, -9.167147636413574, 14.698307991027832], [3.5167102813720703, 19.88114356994629, -11.355469703674316]], [-2.221597909927368, -4.508617401123047, 17.630611419677734], [[9.147303581237793, 10.87203598022461, -7.127335548400879], [10.811923027038574, -22.0976505279541, 8.656310081481934], [14.224331855773926, -9.909065246582031, 18.126495361328125]], [-11.741470336914062, 2.646085500717163, -0.2968287765979767], [[-16.587635040283203, -5.841668605804443], [6.67824125289917, -13.225493431091309], [2.5940845012664795, -11.52563190460205]], [-11.275527000427246, 7.58213996887207]]"
286,510.31,375.83,86,"[[[3.9594907760620117, 10.037510871887207, -2.7961621284484863, -1.8666414022445679, -4.511912822723389], [-13.918107032775879, 17.340381622314453, 5.236072063446045, 0.7255274057388306, 24.792682647705078], [-3.6764187812805176, 8.810833930969238, -7.528388023376465, -7.558371067047119, 0.5624484419822693], [-1.7048932313919067, -6.980362892150879, -5.8350701332092285, -3.091977596282959, -10.725076675415039], [11.619051933288574, -5.182358264923096, -10.633770942687988, -27.383228302001953, 0.0790880098938942]], [2.707768201828003, 12.807530403137207, -6.8282294273376465, -16.176267623901367, -15.043956756591797], [[7.027279376983643, -6.694241046905518, 2.8010878562927246], [-14.134568214416504, -7.571807861328125, -15.404511451721191], [-14.206192970275879, -7.619948863983154, 2.5545642375946045], [6.224570274353027, -8.90130615234375, 14.26092529296875], [3.1927578449249268, 19.913101196289062, -13.057668685913086]], [-3.184882402420044, -4.379631042480469, 17.682008743286133], [[8.833748817443848, 10.375456809997559, -6.4996161460876465], [10.432953834533691, -21.585649490356445, 9.12407398223877], [14.761000633239746, -10.772726058959961, 17.850664138793945]], [-12.264627456665039, 2.3481016159057617, -0.1142871305346489], [[-16.449155807495117, -4.830597877502441], [7.07535457611084, -13.143333435058594], [2.256044864654541, -11.829072952270508]], [-11.7551851272583, 7.585836410522461]]"
287,382.63,243.87,87,"[[[3.960080146789551, 9.625556945800781, -3.373798131942749, -1.6624236106872559, -3.561326265335083], [-14.319915771484375, 17.507564544677734, 4.90573263168335, 0.4288040101528168, 24.076507568359375], [-3.824517011642456, 9.06156063079834, -6.9486403465271, -7.533231735229492, 0.08252371102571487], [-0.9148194789886475, -5.236526966094971, -6.135467052459717, -3.0782580375671387, -11.149388313293457], [12.494560241699219, -4.69671630859375, -10.608643531799316, -27.069652557373047, 0.4609791040420532]], [4.277632236480713, 13.27212905883789, -7.268929958343506, -16.03754425048828, -14.541662216186523], [[6.2808332443237305, -6.444664478302002, 2.462318181991577], [-13.734048843383789, -8.16292953491211, -14.120933532714844], [-13.591043472290039, -7.1810832023620605, 2.1275038719177246], [5.582868576049805, -8.70053768157959, 13.969486236572266], [2.756136417388916, 19.315587997436523, -11.375798225402832]], [-4.83506965637207, -4.182468414306641, 17.42629051208496], [[7.923279285430908, 10.081270217895508, -6.160534858703613], [10.3528413772583, -22.246776580810547, 8.875404357910156], [14.787564277648926, -10.441879272460938, 17.99758529663086]], [-11.028359413146973, 2.141019582748413, -0.25124046206474304], [[-16.12066078186035, -4.129936218261719], [7.209080696105957, -13.367630958557129], [1.9043688774108887, -11.872111320495605]], [-11.84222412109375, 7.413421154022217]]"
